C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60654,Customer#000060654,7Vyi rb9d2HwkA,17,27-998-793-8531,8856.39,BUILDING,carefully special deposits are. blithely final foxes cajole
60655,Customer#000060655,"MwNhfV,TC8KBkEzu67yTZwOR5w2liWyk1jazZP,8",16,26-709-120-1257,6453.50,MACHINERY,"posits after the regular, regular deposits are carefully across the blithely special theodolites. fluffily"
60656,Customer#000060656,I7HqbzepTdxyU,9,19-541-505-2236,2001.39,MACHINERY,ages affix quickly special requests. carefully ironic accounts
60657,Customer#000060657,kuxN ouuPfvaSJti9voYCgZqE90UjF0fjud3u4d,3,13-427-933-2498,8396.58,HOUSEHOLD, slyly. foxes sleep furiously above the furiously pending packag
60658,Customer#000060658,MP6e2PI6y6OXBhB0Y b,7,17-519-220-2169,430.00,BUILDING,"lar requests. regular, even requests nag regular, regular foxes. silent, ironic theodolites affix blithely b"
60659,Customer#000060659,ujDTRilewh,6,16-357-999-5538,8864.06,BUILDING,carefully final pinto beans above the requests haggle quickly regular foxes. blithely express depen
60660,Customer#000060660,"D1dKPioA5oN98ryOH,U1H5b7AFJ1MZM",10,20-188-837-2685,3388.78,FURNITURE,"ly regular accounts believe against the fluffily final gifts. special, pending theodolites boost furiou"
60661,Customer#000060661,"9BMKNjFm9wfyXtTpZ,304k",4,14-685-168-4291,6214.48,BUILDING," packages. blithely even pinto beans breach ironic, final requests. quickly expres"
60662,Customer#000060662,EOwKnp1ogZF8lkZa,11,21-946-354-2751,-146.67,MACHINERY,ions. furiously pending requests al
60663,Customer#000060663,nNAW6X0a0bRv,6,16-526-989-9455,7810.21,MACHINERY,usly regular accounts are slyly quick
60664,Customer#000060664,HTFX9WWayr9TXAFAnVlkHo2j68htnMS,3,13-649-190-7053,1201.03,BUILDING," close, ironic instructions hagg"
60665,Customer#000060665,blwyv7UmoujoJzea0ID,4,14-291-275-1304,9716.20,HOUSEHOLD,"fully. regular, ironic pains nag furiously. regular, regular "
60666,Customer#000060666,Us3fVWLnj7,16,26-352-689-3076,3285.93,AUTOMOBILE,dolites cajole carefully. care
60667,Customer#000060667,RLB5pNxx6fREFe,17,27-585-532-5102,4586.56,AUTOMOBILE,"uests thrash fluffily. express, ironic ideas affix quickly blithely regula"
60668,Customer#000060668,Dts54tTAQMDFbKLMb w,4,14-482-229-7006,7389.97,BUILDING,the blithely silent deposits sleep carefully besides the slyly pending dependencies. 
60669,Customer#000060669,Gl1lwfexiLC,6,16-738-677-9849,339.73,FURNITURE,express dugouts integrate blithely unusual dependencies. ironic dugouts above th
60670,Customer#000060670,"k9p,m4fr xIxdH qTckm2rI2jHaiBHIYMHUwC",9,19-574-754-5215,9803.24,MACHINERY,"the blithely even accounts. regular packages wake after the slyly express sheaves. ironic, exp"
60671,Customer#000060671,cNN6khjo24mqEWcEu3T3EAxpQX,20,30-525-407-6227,3205.65,BUILDING,ly pending packages? slyly special asymptotes are furiously after the
60672,Customer#000060672,PCjnOuGUxI6F3NxncwuwmGcoF3N9ET,13,23-161-106-4954,8421.16,AUTOMOBILE,to beans x-ray furiously bold deposits. instructions according to the blithely regul
60673,Customer#000060673,X1LAl sbDHU6SlGnTMV,0,10-993-443-3958,6553.12,FURNITURE,"sly special packages. special, express platel"
60674,Customer#000060674,"ancwwb,heBQHzlLSJeiI87Oqeawi",17,27-224-194-8676,4388.96,MACHINERY,"ual pinto beans cajole express, unusual "
60675,Customer#000060675,"R,JT,HY,YbM,sD6bCGmEY",9,19-720-735-9757,8217.64,BUILDING,ly stealthy sentiments. furiously regular ideas integrate furiously around the furiously regu
60676,Customer#000060676,AAjTcoGIvmbjmkyPL3Hdu06gIQv pt1,6,16-725-440-4753,6928.00,AUTOMOBILE,"riously. dependencies boost regular, pending requests. ironically express packages wa"
60677,Customer#000060677,gLN9jLtrKLE5vlSe02nGUJ4fIXgOzh,6,16-325-488-3017,1951.26,MACHINERY,are alongside of the enticingly final requests. fluffily express accounts above the blithe
60678,Customer#000060678,qm949RhnOvzRbBEoOwNFPPg4S4Jqu07qPVOvb,15,25-115-865-5191,1805.60,FURNITURE,y final pinto beans. blithely quiet requests nag slowly packages. slyly final f
60679,Customer#000060679,zIpcnCJ6PU5SUiy75JoiH,23,33-830-268-3855,6758.85,HOUSEHOLD,y. ironic dependencies cajole slyly. carefully ironic accounts wake. regular deposits solve bravely.
60680,Customer#000060680,HlVLiIQhDFAgI S,8,18-311-372-5110,7961.78,HOUSEHOLD, packages according to the slyly final depo
60681,Customer#000060681,",ALTn6M5xVrj",12,22-619-298-6160,7687.83,MACHINERY,"y carefully regular instructions. regular, special theodolites use furiously. regular requests play blithely fi"
60682,Customer#000060682,"j7Nt1ieojP,0eZcqPwiCRxvDJi",13,23-103-989-8390,1395.73,MACHINERY,ial deposits. blithely sly pinto beans alongside of the furiously even ideas haggle carefully accor
60683,Customer#000060683,6ctckOxh5jDTZYdKE6dgBjTdxItuY3gp8,17,27-118-430-8905,3994.46,HOUSEHOLD,arefully special theodolites about the carefully ir
60684,Customer#000060684,4j9Jzr5HbGLa,24,34-982-659-1458,-34.64,BUILDING,dencies nag slyly slyly regular requests. carefully regular accounts boost among the furiousl
60685,Customer#000060685,UkjtSeOiZKnY5Wf5YLpCBUR,13,23-434-252-6135,9773.33,FURNITURE,uffily ironic requests print carefully furiously express theodolites
60686,Customer#000060686,9DZKI3JuCiJTcPY O,12,22-463-812-4272,6429.70,MACHINERY," are quickly. furiously final foxes nag ironic deposits. slow, final dependencies maintain n"
60687,Customer#000060687,OLNllh6E5eFL,12,22-182-716-5377,9068.63,BUILDING, solve quickly according to the c
60688,Customer#000060688,CLIT 9qSTE84MukBSLBrwhmGwXBaBnG3R,23,33-608-991-9068,9502.92,HOUSEHOLD,. quickly special foxes are. close packages haggle af
60689,Customer#000060689,"b,apeDTfkPqTunMQlJJdbF bEBXW7unmyfRIqr",15,25-884-283-6255,4676.63,MACHINERY,s. blithely even packages nag acc
60690,Customer#000060690,Mph93Ii1USOm,7,17-809-916-7916,3075.29,FURNITURE,thogs. fluffily pending courts are. accounts cajole carefully fluffily ironic foxes. furiously bold instructi
60691,Customer#000060691,RfAhgH8wcUSc9b2G0etXXkiat6hSiTzGC,3,13-198-598-3446,6406.36,BUILDING,riously pending requests. accounts sleep slyly even deposits. bold pinto beans wake slyly 
60692,Customer#000060692,e0NrRC5lDUqPMUdMIQ90Tr3UnRXbQ7Glllwg,16,26-321-855-5946,1776.71,HOUSEHOLD,en decoys. sometimes express excuses haggle sl
60693,Customer#000060693,1HdilGvu8yXne0wD8IZq8MLZ80WNTpPJy4,15,25-973-137-4885,5162.60,MACHINERY, bold ideas nod fluffily. sile
60694,Customer#000060694,"ghWJxF2JeFXRVs,92K 3xdpWzyrGp23X",19,29-715-657-2280,8865.69,MACHINERY,tealthily pending foxes. thin gifts lose carefully. slyly ironic accounts above the blithely enticin
60695,Customer#000060695,1QSBYIk3fGQaMMYssgCohHqfIAVrFGy,24,34-153-807-1901,8658.41,MACHINERY,re furiously carefully slow deposits. special packages affix carefully. quickly bol
60696,Customer#000060696,UdVL  Ti8DG1,4,14-245-644-7220,881.24,FURNITURE,ns wake up the packages. blithely regular platelets around the blithely pending packages cajole somet
60697,Customer#000060697,UH16uTzLD0,21,31-773-767-4898,2878.79,FURNITURE,". ironic foxes alongside of the ironic, ironic packages sleep blithely even requests. quickly regular "
60698,Customer#000060698,"jrXU7d wG1Me,",11,21-609-255-6257,3848.43,AUTOMOBILE,"re about the express requests. pending, regular theodolit"
60699,Customer#000060699,VlASEY4rK3gLIKq,18,28-613-301-9194,9471.06,HOUSEHOLD,"unts? blithely ironic packages nag carefully special, even ideas. furiously bold instructions "
60700,Customer#000060700,7EMEm9lvGPZjBL8aa2tinCQx6,15,25-151-535-7749,8121.02,AUTOMOBILE,de of the silent accounts. furiously final excuses according to the fluffily ironic ideas haggle always special idea
60701,Customer#000060701,jB0pvo16Hwp5ix,5,15-695-116-4341,112.41,FURNITURE, against the permanent theodolites. 
60702,Customer#000060702,B iRbbc67uTjzFpv8Su,24,34-102-758-7075,6248.89,BUILDING,sts among the blithely bold foxes wake slyly fluffily special foxes. sly
60703,Customer#000060703,q692DH LzaTIJDPxNe4P,10,20-577-886-1052,6197.83,FURNITURE,iously ironic platelets against the furiously bold foxe
60704,Customer#000060704,dFUSIsjS6Ok0f,14,24-674-119-7810,6033.76,FURNITURE,"ges sleep carefully across the final, ironic accounts. "
60705,Customer#000060705,FCDXDkn5fbElE9BF9K6KEee,11,21-171-575-4081,9446.40,BUILDING,asymptotes. blithely even dependencies shall have to nag fluffily. slyly careful accounts wake ir
60706,Customer#000060706,"mrjgPkmMtALCpaIC7le6fs,btJve1TGoG5aj",8,18-989-618-3502,695.10,BUILDING,ecial instructions? furiously iro
60707,Customer#000060707,ihyif3FBAc3dDaCUrU3ow08wCXtTmAV0Y6sJQ,13,23-606-353-7186,9412.69,BUILDING,al excuses nag quickly. blithely even instructions detect blithely. carefully even pinto beans boost quickly special
60708,Customer#000060708,yitP1avGSR4A0YniG3zmXJpqgEEMr,8,18-161-432-5894,6091.28,BUILDING,nstructions. regular ideas wake! gifts after the slyly regular dependencies sublate
60709,Customer#000060709,CNjvnFce6v6BsVqAAmGFwDzTu Cvlmu,0,10-711-992-5328,8207.40,AUTOMOBILE,"ly regular deposits sleep blithely bold, bold platelets. silent, even accounts about the "
60710,Customer#000060710,1prVPTZ5Krrm,11,21-118-253-3020,-96.81,FURNITURE,. quickly express packages use carefully. regular patterns use blithely. carefully dogged requests sle
60711,Customer#000060711,"fwUNfgwZq,h55k5ZVC2sIyG1QW0BhcyoTlwN7",16,26-410-119-9100,9847.97,AUTOMOBILE,ular requests sleep. express accounts nod slyly according to the slyly special packa
60712,Customer#000060712,e7sH2tHCa AV9ZwB7Otyhccr,13,23-600-748-3520,6949.32,MACHINERY, affix furiously furiously regular accounts. special requests sleep idly. blithely unusual excuses cajole quic
60713,Customer#000060713,ixuxHJiOlbIZPgaTEV89A09z4AVPiDW,13,23-975-955-1974,8309.75,BUILDING,nts are quickly. fluffily silent theodolites haggle theodolites. reg
60714,Customer#000060714,"NG3QlFYqqwvsNuVA5mhGJ9g,nYXBFzLUdra2WPv",18,28-397-724-5076,3971.78,MACHINERY,ly blithely express requests. carefully 
60715,Customer#000060715,"ANbY Mncz,E0O5OdMF",6,16-170-272-5212,3614.71,MACHINERY,"yly slyly special accounts. final, regular packages affix slyly ironic deposi"
60716,Customer#000060716,"J,xtr5ZyaDRupAEW8N6skP3pUEyu",18,28-972-522-6055,8392.37,BUILDING,es cajole slyly. carefully ironic decoys integr
60717,Customer#000060717,1ZKS9 95mf8EgyKOet0ex,18,28-622-967-2613,6614.80,AUTOMOBILE,ress sauternes print above the 
60718,Customer#000060718,aGTXZYcd7CPL1slog,1,11-392-833-2705,6994.83,AUTOMOBILE,nts. quickly silent requests sublate. quickl
60719,Customer#000060719,lL0g9bCfRbJeRYhjLfH8PogtrrMwVvl fPZ51b ,6,16-400-242-4520,3108.46,MACHINERY,g foxes solve. furiously regular patterns are slyly. blithely even deposits wake. fluffily furious plat
60720,Customer#000060720,r1SfzuulVp9,11,21-162-947-7619,2940.16,BUILDING," unusual ideas. fluffily bold excuses cajole slyly. enticing, regular foxes affix outside"
60721,Customer#000060721,"wL154ADAg4He,awe0CyAYyCLzX39",18,28-508-442-9156,1181.63,MACHINERY,y regular pinto beans nag against
60722,Customer#000060722,jte6c6ZIZRa7dqguMgEhTqGOFFXtfEC7x1tI7iwU,23,33-172-730-2391,2564.78,MACHINERY, integrate even packages. requests after the slyly
60723,Customer#000060723,"2tZwfLkTLsZ0gnD,AGJM8B3VprId6tS5iVajZ",21,31-457-356-8598,6293.98,FURNITURE,"the courts. regular, ironic theodolites engage after the carefully p"
60724,Customer#000060724,EoiHlUs1gxmV6,6,16-259-872-8728,4997.00,AUTOMOBILE, the blithely even pinto beans. requests nag furiously stealthily ironic platelets. carefu
60725,Customer#000060725,H1E4FQsUMDGN0B7c3,7,17-996-685-9172,8523.62,BUILDING,ly regular packages! final platelets cajole slyly slyly final foxes. carefully regular deposits bo
60726,Customer#000060726,"N1C,VdC4ymSMhEdVSTWiU",5,15-705-169-6774,1615.39,FURNITURE, across the deposits. fluffily quiet requests about the final platelets promise enticingly above the
60727,Customer#000060727,jNX2HENWDV0yKIjRf6t,0,10-150-299-3491,-171.23,BUILDING,s haggle furiously after the pending idea
60728,Customer#000060728,"PK8DQqG3h,mSW",14,24-603-227-6033,2049.26,BUILDING,s. regular escapades affix quickly
60729,Customer#000060729,"qnEhcr,Y5J",21,31-897-264-1190,9850.36,BUILDING,"e closely special ideas. accounts are carefully. even, unusual requests a"
60730,Customer#000060730,2TsjnK1Y3QV3gfxXMJ2HlnUa1B7pukSN,21,31-862-129-3969,3034.84,HOUSEHOLD,"y alongside of the bold, final foxes. furiously regular deposits wake. carefully unusual"
60731,Customer#000060731,"uR3sZNUiSVEG15fkPCXLkhqX,NnR",7,17-379-330-5512,8524.56,AUTOMOBILE,ironic asymptotes sleep carefully. permanent deposits cajole carefully. fluffily silent packages boost furiou
60732,Customer#000060732,wNf8nFtlFR9FsF,14,24-335-903-8156,6358.07,HOUSEHOLD," accounts lose furiously even pearls. final, pending accounts are "
60733,Customer#000060733, 408cxvHa9Dy6FnkwGrM03LYr5,20,30-560-542-2648,4168.85,AUTOMOBILE, the furiously final pinto beans. fluffily express packages haggle furious
60734,Customer#000060734,bGdxmC03eHUliTspwKo1v1vz8RZVCu9f,21,31-921-259-3847,4865.61,BUILDING,key players are blithely. furiously ironic packages x-ray around the final platelets. warthogs dazzle furiously spec
60735,Customer#000060735,"8L,sdbtQEUHB,kpvt7boU",0,10-848-545-8044,380.18,FURNITURE,ideas around the boldly thin requests detect alongside of the pending instructions
60736,Customer#000060736,"PbATpwR,HpDWYO",7,17-880-521-9580,7603.52,HOUSEHOLD,according to the carefully final a
60737,Customer#000060737,"KsybKQkA3,oD0,5jXBZAdHz sXY",22,32-297-423-7832,3395.15,AUTOMOBILE,ct carefully according to the fluffily regular instructions. special requests cajole 
60738,Customer#000060738,"Dx5,mXSY3hZ9EIDI5RiFU,iVVj78jzIjOSOgN",6,16-187-951-6433,3274.28,FURNITURE,ts haggle carefully special packages-- slyly bold platelets according to the blithely final dolphins haggle furi
60739,Customer#000060739,"Cb4FG254LO6S4,i",16,26-939-889-1765,6794.78,FURNITURE,"e bold, regular instructions. requests sleep express platelets? even,"
60740,Customer#000060740,l9lMuly1DHLdrG2tVQSpa46Knc8FxgWAa,6,16-885-998-7009,6830.88,AUTOMOBILE,d quickly among the regular acc
60741,Customer#000060741,45gpVEevdYZCW3x,19,29-129-661-7140,8597.51,MACHINERY,ole after the quickly final notornis. furiously even asymptotes 
60742,Customer#000060742,OZBWKPuNUeZ4TSE65uCg968,3,13-504-343-6211,347.88,BUILDING,"cross the special instructions. final asymptotes wake after the even accounts. unusual, even the"
60743,Customer#000060743,YOyr4ZtSitiVr 56l tz7wu,19,29-327-733-7621,3791.65,AUTOMOBILE,ickly special packages. regular packages according to the deposits are slyly r
60744,Customer#000060744,sa1NHmkpf3ttE10rCOJ,17,27-721-398-8593,1251.23,AUTOMOBILE,"s boost carefully dogged pinto beans. unusual, careful pinto beans are evenly r"
60745,Customer#000060745,JhYkd5vRCVJbplSY7i8j88,13,23-601-742-8977,6353.10,BUILDING, the silent accounts. dolphins dazzle furiously carefully unusual deposits. fluffily final ideas sleep unusua
60746,Customer#000060746,PvIWm9UUDqyq9WGyIlAU JCDXKANofVQhdSk0z80,24,34-633-717-8016,8535.54,MACHINERY,lar pinto beans. pending somas cajole according to the slyly f
60747,Customer#000060747,nNip7BZyk3oIvI8U41yzlqF8VMPCUTjxh9 sbZn,20,30-264-486-4314,3828.50,AUTOMOBILE,e fluffily regular deposits. express instructions solve slyly ca
60748,Customer#000060748,"5Lz4ZOE 8vn9ph4bU yO9ux6Yz7N,",14,24-552-643-9846,4635.90,FURNITURE,nts. slyly ironic epitaphs boost carefully accounts. carefully special instructions wake slyly about the even 
60749,Customer#000060749,"EW9LhOE90YX9,B",18,28-326-691-4355,639.33,FURNITURE,r ideas haggle. quickly ironic instructions are above the
60750,Customer#000060750,"TelSkEWODeqzKt,L,VNr,bVypdWtuuRaz4jKeOK",6,16-894-188-5804,7148.81,FURNITURE,rns boost. fluffily even theodolites sleep above the carefull
60751,Customer#000060751,D6CE2dMTrYG71pBnQ2QO3iaWJOJ89NFRTjYN,24,34-517-661-3249,6045.97,BUILDING,eans shall have to boost blithely about the carefully regular notor
60752,Customer#000060752,8kPKYYTejoK9dGycmPa04zFTo,12,22-352-631-8641,5650.76,FURNITURE,thes sleep quietly after the idly expre
60753,Customer#000060753,wLykgH1IO2ickQnhQx9NEzDj ,17,27-512-523-1206,7332.00,BUILDING,thely regular foxes unwind slyly across the furiously even pinto beans. requests are blithely pending ac
60754,Customer#000060754,GM0Btk9MlEIP3tj2V3nPmbX2kf 59g,13,23-806-763-9311,5030.17,BUILDING,ng somas promise slyly express instructions. never even requests cajole blithely above the furiously bold cou
60755,Customer#000060755,GuMNxXHFvsrPW60or17t3PV7vpXTAo6QSc6N0kpu,6,16-201-587-3662,5135.41,BUILDING,ep fluffily pending sauternes. express requests affix carefully. theodoli
60756,Customer#000060756,JYwPaXdJX Mcbd6jx3TI6sq rWw6rS4hIbJB9p,2,12-290-477-5713,2925.90,HOUSEHOLD,lar accounts are slyly bold theodolites. blithely bold requests sleep idly accor
60757,Customer#000060757,"fll6r97TbsI,nXNECp1dqnSJFV",24,34-695-821-6901,3593.59,MACHINERY,"s. express, silent deposits cajole slyly inside the dolphins. foxes cajole. carefully final excuses would sleep bl"
60758,Customer#000060758,kriKY s2gdx6nNJOwK,5,15-794-202-7013,5384.76,HOUSEHOLD,ely regular packages. packages accordi
60759,Customer#000060759,"l,dlP 8KcLe2KIwnFJq",16,26-545-106-4562,2747.24,AUTOMOBILE, regular packages among the slyly special requests cajo
60760,Customer#000060760,jdK5ptA9LM,17,27-647-629-3141,3824.48,FURNITURE,lently blithely even ideas. express theodolites wake after 
60761,Customer#000060761,"7bIzrwg,GYM",9,19-230-172-5956,3107.81,BUILDING,le closely according to the f
60762,Customer#000060762,zMRd3lu9GGOKT4gMneiOuC0XRI X59,22,32-811-184-6333,2904.19,MACHINERY, regular theodolites sleep furiously. carefully silent foxes use fluffily caref
60763,Customer#000060763,"wjbCjstH9lacAV yuqXjmo6duNLv62bo,ZShw Q",2,12-717-355-2765,1615.03,AUTOMOBILE, depths; foxes across the regular braids
60764,Customer#000060764,2ImHUirbZJ3MDFa7,2,12-556-687-1300,4744.35,HOUSEHOLD,ts. furiously ironic excuses about the slyly special ideas
60765,Customer#000060765,kzmvzIuirZUPVhLv4nKMEbqjcWhA0YQm5Zzw,6,16-625-875-1204,8284.31,HOUSEHOLD,luffily even dependencies nag blithely slyl
60766,Customer#000060766,"UdSWQNruxWjuh,j,MC5dXJQh,6dUQAHEq1HQTT",7,17-432-114-6839,5382.75,MACHINERY,"ironic realms. blithely express requests sleep furiously: furiously final requests are furiously express,"
60767,Customer#000060767,YEpqzekl7FEWKJG7vkI1b Mu Y8fF,11,21-120-337-2149,1956.03,HOUSEHOLD, platelets nag blithely. fluffily regular excuses could affix quickly bold instructions. doggedly express packages
60768,Customer#000060768,fSBLbGlKI9yswFajSyJwruB,7,17-999-351-9876,4955.02,AUTOMOBILE,odolites. regular sauternes must have to boost blithely. slowly even accounts ar
60769,Customer#000060769,AwD Xea1aT9f,14,24-988-842-9663,7012.64,MACHINERY,ns. blithely final deposits w
60770,Customer#000060770,MlsFXJHlTI WfaBDNvtdHZA,0,10-887-238-9472,5508.09,MACHINERY, the final deposits. foxes engage. furiously even packages wake above the furio
60771,Customer#000060771,GRTcZefrBFlRRVge OpgAODPD0a08n9N0xR26,13,23-762-993-7781,7463.10,MACHINERY,"oost slyly packages. ruthless pinto beans sleep above the notornis. slyly pending excuses doubt quickly ironic, even"
60772,Customer#000060772,3BM7YXnZL4KgXbp1ndZe2zlBNr3w MS9ytDWm8P,9,19-414-368-1080,8371.86,HOUSEHOLD,ts. carefully ironic pinto beans nod slyly blithely express accounts. quick
60773,Customer#000060773,"DtNdHv7,ZoSd5M4HERgQObY,sZNxsv0QeKX19",16,26-818-904-5101,2978.90,AUTOMOBILE,"ccounts. regular, regular packages wake final accounts? regular, final accounts use slyly; dolphins i"
60774,Customer#000060774,Sxkuh4j6xMKxSXFafUpmMQU,16,26-672-853-3475,3292.56,MACHINERY, special packages cajole carefully above the blithely express packages. slyly unusual deposi
60775,Customer#000060775,CvupVZGXmT7nZqiMhAJETEp,5,15-434-859-6372,6001.22,BUILDING,ithely. even notornis cajole against the blithely pending do
60776,Customer#000060776,8o5f9eEZcoU9UmTM4,22,32-361-265-3680,1560.58,FURNITURE,nto beans. carefully daring frets cajole slyly after the unusual theodolit
60777,Customer#000060777,"naew7PBZBuUp,2eYt oO,wOgUANq8HvBl",24,34-209-105-1375,2607.85,MACHINERY,ckly even sentiments use according to th
60778,Customer#000060778,O3WOtEXuqJCb4QH942tzDpa9t ccahRxQ8bt,4,14-321-416-2017,4185.89,MACHINERY,uthlessly regular deposits wake across the blithely pending packages. regular packages along t
60779,Customer#000060779,5JuO4CEk8GFiTBmoWC8XpgnIXvehRHC7NAvZcE,20,30-927-598-5786,5175.07,BUILDING,"requests haggle furiously. final, express re"
60780,Customer#000060780,"u8KaAf7ovBP,iQUKwMfrgbajblCc",1,11-592-753-3248,9481.73,HOUSEHOLD, doze slyly against the carefully final deposits. ironic platelets haggle slyly
60781,Customer#000060781,B0cXLZoIQdA,3,13-473-821-1698,488.81,BUILDING,kages. quickly unusual packages doz
60782,Customer#000060782,C3IEPvveSO0I,17,27-812-539-3613,7440.81,MACHINERY,beans. final courts wake along the slyly final foxes. slyly ironic requests affix carefully final dep
60783,Customer#000060783,hEE 5cPfPr5MgAQH28mcz3Rp6Syp2IDNg2hJ2r,4,14-135-527-9191,7709.03,FURNITURE,as. final packages along the slyly final package
60784,Customer#000060784,"Zz2rYdBMY7FEzGK8OfvnuzSIeTN,nKJF6N",4,14-934-303-1834,5794.81,HOUSEHOLD,ve requests haggle carefully furiously final theodolites. furiously even packages us
60785,Customer#000060785,"5GoIZqGoF0VRHRVvG4ZNb,RZaEM3q1h2tlyw",14,24-677-365-9746,8359.99,AUTOMOBILE,yly special epitaphs haggle carefully special instructions. slyly final ideas above the furiously sly pinto be
60786,Customer#000060786,S707 j3fMF27FCC,22,32-940-959-2226,1472.76,AUTOMOBILE, warthogs are slyly regular packages. quickly reg
60787,Customer#000060787,n3Wcsi0HC5U,9,19-114-544-3628,556.90,HOUSEHOLD, in place of the slyly final multipliers are blithe
60788,Customer#000060788,u5eiMOCWLC4dd,13,23-554-580-1215,7751.12,AUTOMOBILE,hely even courts sleep alongside of the ironic packages. f
60789,Customer#000060789,"hxadi7my5,63qZ",5,15-594-473-7529,9045.84,FURNITURE,packages. carefully pending requests are. carefully express accounts s
60790,Customer#000060790,"Sib,uvy2KwLVH3xN",6,16-286-229-7799,526.81,MACHINERY,ackages. stealthily ironic accounts wake slyly. 
60791,Customer#000060791,YTQ73iuYo0u6pSq7 Lw88QmMi6GnyvLJNRVIPi4b,19,29-525-173-8916,8080.91,AUTOMOBILE,tions poach carefully. warthogs among the packages are blithely express
60792,Customer#000060792,rtP3srgn5KtXmuEaNqrz,1,11-544-152-3013,7835.41,AUTOMOBILE,riously silent theodolites; furiously unusual foxes wake above the carefully unu
60793,Customer#000060793,tnHAKIr0BjlGEWxPmJYSVtBoN7bQtqheSRfBK1wg,2,12-511-837-4735,6828.01,HOUSEHOLD, fluffily. furiously express deposits hinder. furiously
60794,Customer#000060794,ideXVBC1Ss4 3aRg2OIasaiQ0uYLPDKxtATsJ5,20,30-440-234-2690,4421.94,FURNITURE, are alongside of the slyly regular instructions. carefully even packages wake furiously according to
60795,Customer#000060795,"zysbRTYMOSlHK6,GUvm4",8,18-761-160-3022,1573.77,MACHINERY,never special accounts. slyly final dependencies wake blithely. slyly even platelets cajole fu
60796,Customer#000060796,w8fpoYRYkbPtB0Ky,15,25-116-327-1163,4228.64,HOUSEHOLD, accounts sleep carefully afte
60797,Customer#000060797,LEzSTlFBO57RMINJ9RXjn,0,10-759-554-7294,8724.91,HOUSEHOLD,xes use above the final waters. slyly 
60798,Customer#000060798,OowTmrxc1h5pr,3,13-679-893-7230,7648.68,AUTOMOBILE,le according to the blithely regular foxes. regular instructions cajole carefully pending requests. ironic instructi
60799,Customer#000060799,bb2jUF 1wQLTZXHcuDB23wbeKqhcJPJGJoeYj,8,18-548-363-8146,3410.94,FURNITURE,eas. quickly regular theodolites wake blithely ironic sentiments. blithely special theodolites nag against t
60800,Customer#000060800,"MfzZ1kaYphBFtcS6fs2FC3,4Cm0abeU",0,10-353-781-5963,4576.39,FURNITURE,e quickly regular requests: carefully quiet pa
60801,Customer#000060801,"Kh8bytgDFo,uSMy9OBx",15,25-961-557-4653,1322.31,HOUSEHOLD,. fluffily regular accounts nag furiously. quickly unusual tithes boost fluf
60802,Customer#000060802,"8yk49cNbHdO2AaeRT,5XBxBcbQlZoq9",0,10-646-505-2913,2044.86,FURNITURE,cording to the express platelets; deposits nag asymptotes. thinly regular foxes migh
60803,Customer#000060803,rbzCKzV97W0LGXjDQ85Aa UjDda3N1ZoDrZAZPb,18,28-634-639-3052,1966.67,MACHINERY,s run furiously above the fluffily regular deposits. special pinto beans alongside of the doggedly qui
60804,Customer#000060804,zs11z HHyxtzE7vehsMhIkHRejdIMXG,7,17-789-217-5333,7750.39,HOUSEHOLD, cajole final excuses. blithely even pinto beans nag flu
60805,Customer#000060805,z89ozC y6pZIVw4LVWrwdfZj8oE6YPG3psq,14,24-497-185-4144,7798.76,HOUSEHOLD,nt deposits. final dolphins wake furiously ironic deposits. furiously pendin
60806,Customer#000060806,"tPyTyEHU,JPsS8f9",16,26-437-450-1918,6750.57,FURNITURE,e about the blithely express instructions! furiously final accounts aft
60807,Customer#000060807,BW2LTjEKhhrp2Sa,14,24-882-744-7822,848.08,HOUSEHOLD,t furiously even deposits. furiously final accounts boost carefully across the slyly
60808,Customer#000060808,xCtjB6jM61DbbXogAosyPcrW,20,30-891-441-4830,6635.12,AUTOMOBILE,"press requests alongside of the sly, express deposits are furiously un"
60809,Customer#000060809,OCj1WTSS7k,5,15-214-136-3228,7549.31,FURNITURE,"ges. silent, regular ideas solve among the blithely express theodolites? furiou"
60810,Customer#000060810,"uidi8,hGvAJYXux8ULr7QKC4cMs,",10,20-475-790-4953,5358.17,HOUSEHOLD, beans. blithely ironic asympt
60811,Customer#000060811,BKreayNGnkeAxHn,21,31-465-380-4967,6853.12,AUTOMOBILE,thely regular packages. carefully ironic pinto beans boost a
60812,Customer#000060812,"fZ6WlxWYzl30nsoG2cs,4Ehu3ht",12,22-365-665-4167,8455.31,HOUSEHOLD,"e blithely among the special, even accounts."
60813,Customer#000060813,ioH2coPqknbSJeOdcoPx1HGX10TKPBnkq,4,14-493-289-1911,8423.53,AUTOMOBILE,e slyly even deposits. furiously special gifts are regularly against the unusual platelets. slyly regul
60814,Customer#000060814,fHqZcuJkjrHUOCK,21,31-637-540-3051,2405.16,FURNITURE,e quickly bold packages. slyly ironic accounts against the busy deposit
60815,Customer#000060815,",fQk2SFRGHUELxL0o8LMu7kCmo2PjJm8r6l6",17,27-560-633-7375,7568.47,BUILDING,"ly express deposits cajole fluffily ironic, unusual requests. carefully pending accounts sleep against the ironic"
